id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kelompok_pengeluaran;kode_bulan;bulan_pengeluaran;nilai_inflasi;satuan;tahun
1379;32;JAWA BARAT;3272;KOTA SUKABUMI;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;7;JULI;0;PERSEN;2021
1380;32;JAWA BARAT;3272;KOTA SUKABUMI;PERAWATAN PRIBADI DA JASA LAINNYA;7;JULI;-0,71;PERSEN;2021
1381;32;JAWA BARAT;3272;KOTA SUKABUMI;UMUM;8;AGUSTUS;-0,03;PERSEN;2021
1382;32;JAWA BARAT;3272;KOTA SUKABUMI;MAKANAN, MINUMAN DAN TEMBAKAU;8;AGUSTUS;0,05;PERSEN;2021
1383;32;JAWA BARAT;3272;KOTA SUKABUMI;PAKAIAN DAN ALAS KAKI;8;AGUSTUS;0;PERSEN;2021
1384;32;JAWA BARAT;3272;KOTA SUKABUMI;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;8;AGUSTUS;0;PERSEN;2021
1385;32;JAWA BARAT;3272;KOTA SUKABUMI;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;8;AGUSTUS;0,38;PERSEN;2021
1386;32;JAWA BARAT;3272;KOTA SUKABUMI;KESEHATAN;8;AGUSTUS;0,01;PERSEN;2021
1387;32;JAWA BARAT;3272;KOTA SUKABUMI;TRANSPORTASI;8;AGUSTUS;0;PERSEN;2021
1388;32;JAWA BARAT;3272;KOTA SUKABUMI;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;8;AGUSTUS;-0,39;PERSEN;2021
1389;32;JAWA BARAT;3272;KOTA SUKABUMI;REKREASI, OLAHRAGA DAN BUDAYA;8;AGUSTUS;0;PERSEN;2021
1390;32;JAWA BARAT;3272;KOTA SUKABUMI;PENDIDIKAN;8;AGUSTUS;-0,5;PERSEN;2021
1391;32;JAWA BARAT;3272;KOTA SUKABUMI;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;8;AGUSTUS;0;PERSEN;2021
1392;32;JAWA BARAT;3272;KOTA SUKABUMI;PERAWATAN PRIBADI DA JASA LAINNYA;8;AGUSTUS;-0,23;PERSEN;2021
1393;32;JAWA BARAT;3272;KOTA SUKABUMI;UMUM;9;SEPTEMBER;-0,1;PERSEN;2021
1394;32;JAWA BARAT;3272;KOTA SUKABUMI;MAKANAN, MINUMAN DAN TEMBAKAU;9;SEPTEMBER;-0,4;PERSEN;2021
1395;32;JAWA BARAT;3272;KOTA SUKABUMI;PAKAIAN DAN ALAS KAKI;9;SEPTEMBER;-0,02;PERSEN;2021
1396;32;JAWA BARAT;3272;KOTA SUKABUMI;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;9;SEPTEMBER;0,02;PERSEN;2021
1397;32;JAWA BARAT;3272;KOTA SUKABUMI;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;9;SEPTEMBER;0;PERSEN;2021
1398;32;JAWA BARAT;3272;KOTA SUKABUMI;KESEHATAN;9;SEPTEMBER;-0,03;PERSEN;2021
1399;32;JAWA BARAT;3272;KOTA SUKABUMI;TRANSPORTASI;9;SEPTEMBER;0,2;PERSEN;2021
1400;32;JAWA BARAT;3272;KOTA SUKABUMI;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;9;SEPTEMBER;0;PERSEN;2021
1401;32;JAWA BARAT;3272;KOTA SUKABUMI;REKREASI, OLAHRAGA DAN BUDAYA;9;SEPTEMBER;0;PERSEN;2021
1402;32;JAWA BARAT;3272;KOTA SUKABUMI;PENDIDIKAN;9;SEPTEMBER;0;PERSEN;2021
1403;32;JAWA BARAT;3272;KOTA SUKABUMI;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;9;SEPTEMBER;0;PERSEN;2021
1404;32;JAWA BARAT;3272;KOTA SUKABUMI;PERAWATAN PRIBADI DA JASA LAINNYA;9;SEPTEMBER;-0,05;PERSEN;2021
1405;32;JAWA BARAT;3272;KOTA SUKABUMI;UMUM;10;OKTOBER;0,04;PERSEN;2021
1406;32;JAWA BARAT;3272;KOTA SUKABUMI;MAKANAN, MINUMAN DAN TEMBAKAU;10;OKTOBER;-0,34;PERSEN;2021
1407;32;JAWA BARAT;3272;KOTA SUKABUMI;PAKAIAN DAN ALAS KAKI;10;OKTOBER;0;PERSEN;2021
1408;32;JAWA BARAT;3272;KOTA SUKABUMI;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;10;OKTOBER;0,42;PERSEN;2021
1409;32;JAWA BARAT;3272;KOTA SUKABUMI;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;10;OKTOBER;0,24;PERSEN;2021
1410;32;JAWA BARAT;3272;KOTA SUKABUMI;KESEHATAN;10;OKTOBER;0;PERSEN;2021
1411;32;JAWA BARAT;3272;KOTA SUKABUMI;TRANSPORTASI;10;OKTOBER;0,29;PERSEN;2021
1412;32;JAWA BARAT;3272;KOTA SUKABUMI;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;10;OKTOBER;-0,55;PERSEN;2021
1413;32;JAWA BARAT;3272;KOTA SUKABUMI;REKREASI, OLAHRAGA DAN BUDAYA;10;OKTOBER;0;PERSEN;2021
1414;32;JAWA BARAT;3272;KOTA SUKABUMI;PENDIDIKAN;10;OKTOBER;0;PERSEN;2021
1415;32;JAWA BARAT;3272;KOTA SUKABUMI;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;10;OKTOBER;0,36;PERSEN;2021
1416;32;JAWA BARAT;3272;KOTA SUKABUMI;PERAWATAN PRIBADI DA JASA LAINNYA;10;OKTOBER;0,11;PERSEN;2021
1417;32;JAWA BARAT;3272;KOTA SUKABUMI;UMUM;11;NOVEMBER;0,57;PERSEN;2021
1418;32;JAWA BARAT;3272;KOTA SUKABUMI;MAKANAN, MINUMAN DAN TEMBAKAU;11;NOVEMBER;1,36;PERSEN;2021
1419;32;JAWA BARAT;3272;KOTA SUKABUMI;PAKAIAN DAN ALAS KAKI;11;NOVEMBER;-0,01;PERSEN;2021
1420;32;JAWA BARAT;3272;KOTA SUKABUMI;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;11;NOVEMBER;0,05;PERSEN;2021
1421;32;JAWA BARAT;3272;KOTA SUKABUMI;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;11;NOVEMBER;0,45;PERSEN;2021
1422;32;JAWA BARAT;3272;KOTA SUKABUMI;KESEHATAN;11;NOVEMBER;0,22;PERSEN;2021
1423;32;JAWA BARAT;3272;KOTA SUKABUMI;TRANSPORTASI;11;NOVEMBER;0,2;PERSEN;2021
1424;32;JAWA BARAT;3272;KOTA SUKABUMI;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;11;NOVEMBER;-0,33;PERSEN;2021
1425;32;JAWA BARAT;3272;KOTA SUKABUMI;REKREASI, OLAHRAGA DAN BUDAYA;11;NOVEMBER;0;PERSEN;2021
1426;32;JAWA BARAT;3272;KOTA SUKABUMI;PENDIDIKAN;11;NOVEMBER;0;PERSEN;2021
1427;32;JAWA BARAT;3272;KOTA SUKABUMI;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;11;NOVEMBER;0,99;PERSEN;2021
1428;32;JAWA BARAT;3272;KOTA SUKABUMI;PERAWATAN PRIBADI DA JASA LAINNYA;11;NOVEMBER;0,32;PERSEN;2021
1429;32;JAWA BARAT;3272;KOTA SUKABUMI;UMUM;12;DESEMBER;0,34;PERSEN;2021
1430;32;JAWA BARAT;3272;KOTA SUKABUMI;MAKANAN, MINUMAN DAN TEMBAKAU;12;DESEMBER;0,98;PERSEN;2021
1431;32;JAWA BARAT;3272;KOTA SUKABUMI;PAKAIAN DAN ALAS KAKI;12;DESEMBER;-0,23;PERSEN;2021
1432;32;JAWA BARAT;3272;KOTA SUKABUMI;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;12;DESEMBER;0;PERSEN;2021
1433;32;JAWA BARAT;3272;KOTA SUKABUMI;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;12;DESEMBER;0,17;PERSEN;2021
1434;32;JAWA BARAT;3272;KOTA SUKABUMI;KESEHATAN;12;DESEMBER;0,23;PERSEN;2021
1435;32;JAWA BARAT;3272;KOTA SUKABUMI;TRANSPORTASI;12;DESEMBER;0;PERSEN;2021
1436;32;JAWA BARAT;3272;KOTA SUKABUMI;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;12;DESEMBER;-0,25;PERSEN;2021
1437;32;JAWA BARAT;3272;KOTA SUKABUMI;REKREASI, OLAHRAGA DAN BUDAYA;12;DESEMBER;0;PERSEN;2021
1438;32;JAWA BARAT;3272;KOTA SUKABUMI;PENDIDIKAN;12;DESEMBER;0;PERSEN;2021
1439;32;JAWA BARAT;3272;KOTA SUKABUMI;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;12;DESEMBER;0;PERSEN;2021
1440;32;JAWA BARAT;3272;KOTA SUKABUMI;PERAWATAN PRIBADI DA JASA LAINNYA;12;DESEMBER;0,89;PERSEN;2021
1441;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;1;JANUARI;0,1;PERSEN;2021
1442;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;1;JANUARI;0,53;PERSEN;2021
1443;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;1;JANUARI;-0,21;PERSEN;2021
1444;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;1;JANUARI;0;PERSEN;2021
1445;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;1;JANUARI;0,01;PERSEN;2021
1446;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;1;JANUARI;0,03;PERSEN;2021
1447;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;1;JANUARI;-0,26;PERSEN;2021
1448;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;1;JANUARI;0;PERSEN;2021
1449;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;1;JANUARI;0;PERSEN;2021
1450;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;1;JANUARI;0;PERSEN;2021
1451;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;1;JANUARI;0;PERSEN;2021
1452;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;1;JANUARI;-0,1;PERSEN;2021
1453;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;2;FEBRUARI;0,09;PERSEN;2021
1454;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;2;FEBRUARI;0,25;PERSEN;2021
1455;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;2;FEBRUARI;-0,12;PERSEN;2021
1456;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;2;FEBRUARI;0;PERSEN;2021
1457;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;2;FEBRUARI;0,51;PERSEN;2021
1458;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;2;FEBRUARI;0,14;PERSEN;2021
1459;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;2;FEBRUARI;0,11;PERSEN;2021
1460;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;2;FEBRUARI;-0,13;PERSEN;2021
1461;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;2;FEBRUARI;0;PERSEN;2021
1462;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;2;FEBRUARI;0;PERSEN;2021
1463;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;2;FEBRUARI;0;PERSEN;2021
1464;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;2;FEBRUARI;-0,22;PERSEN;2021
1465;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;3;MARET;0,15;PERSEN;2021
1466;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;3;MARET;0,16;PERSEN;2021
1467;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;3;MARET;0;PERSEN;2021
1468;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;3;MARET;0,33;PERSEN;2021
1469;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;3;MARET;0,83;PERSEN;2021
1470;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;3;MARET;0,01;PERSEN;2021
1471;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;3;MARET;0,08;PERSEN;2021
1472;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;3;MARET;0;PERSEN;2021
1473;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;3;MARET;0;PERSEN;2021
1474;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;3;MARET;0;PERSEN;2021
1475;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;3;MARET;0;PERSEN;2021
1476;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;3;MARET;-0,64;PERSEN;2021
1477;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;4;APRIL;0,19;PERSEN;2021
1478;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;4;APRIL;0,46;PERSEN;2021
1479;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;4;APRIL;-0,26;PERSEN;2021
1480;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;4;APRIL;0;PERSEN;2021
1481;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;4;APRIL;0,39;PERSEN;2021
1482;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;4;APRIL;0,04;PERSEN;2021
1483;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;4;APRIL;0,32;PERSEN;2021
1484;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;4;APRIL;0,02;PERSEN;2021
1485;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;4;APRIL;0,01;PERSEN;2021
1486;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;4;APRIL;0;PERSEN;2021
1487;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;4;APRIL;0;PERSEN;2021
1488;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;4;APRIL;0,58;PERSEN;2021
1489;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;5;MEI;0,4;PERSEN;2021
1490;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;5;MEI;0,83;PERSEN;2021
1491;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;5;MEI;0,29;PERSEN;2021
1492;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;5;MEI;0;PERSEN;2021
1493;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;5;MEI;0,78;PERSEN;2021
1494;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;5;MEI;0,03;PERSEN;2021
1495;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;5;MEI;0;PERSEN;2021
1496;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;5;MEI;0;PERSEN;2021
1497;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;5;MEI;0,23;PERSEN;2021
1498;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;5;MEI;0;PERSEN;2021
1499;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;5;MEI;0,89;PERSEN;2021
1500;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;5;MEI;0,85;PERSEN;2021
1501;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;6;JUNI;-0,09;PERSEN;2021
1502;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;6;JUNI;-0,45;PERSEN;2021
1503;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;6;JUNI;0,12;PERSEN;2021
1504;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;6;JUNI;0,02;PERSEN;2021
1505;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;6;JUNI;0,09;PERSEN;2021
1506;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;6;JUNI;0,05;PERSEN;2021
1507;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;6;JUNI;0;PERSEN;2021
1508;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;6;JUNI;0;PERSEN;2021
1509;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;6;JUNI;0;PERSEN;2021
1510;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;6;JUNI;0;PERSEN;2021
1511;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;6;JUNI;0,06;PERSEN;2021
1512;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;6;JUNI;0,25;PERSEN;2021
1513;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;7;JULI;0,19;PERSEN;2021
1514;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;7;JULI;0,59;PERSEN;2021
1515;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;7;JULI;-0,01;PERSEN;2021
1516;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;7;JULI;0;PERSEN;2021
1517;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;7;JULI;0,2;PERSEN;2021
1518;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;7;JULI;0,02;PERSEN;2021
1519;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;7;JULI;0;PERSEN;2021
1520;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;7;JULI;0;PERSEN;2021
1521;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;7;JULI;-0,02;PERSEN;2021
1522;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;7;JULI;0;PERSEN;2021
1523;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;7;JULI;0;PERSEN;2021
1524;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;7;JULI;0,32;PERSEN;2021
1525;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;8;AGUSTUS;0,09;PERSEN;2021
1526;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;8;AGUSTUS;0,05;PERSEN;2021
1527;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;8;AGUSTUS;-0,01;PERSEN;2021
1528;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;8;AGUSTUS;0,01;PERSEN;2021
1529;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;8;AGUSTUS;0,14;PERSEN;2021
1530;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;8;AGUSTUS;0,05;PERSEN;2021
1531;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;8;AGUSTUS;0;PERSEN;2021
1532;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;8;AGUSTUS;0,1;PERSEN;2021
1533;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;8;AGUSTUS;0;PERSEN;2021
1534;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;8;AGUSTUS;0,81;PERSEN;2021
1535;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;8;AGUSTUS;0;PERSEN;2021
1536;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;8;AGUSTUS;0,67;PERSEN;2021
1537;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;9;SEPTEMBER;-0,14;PERSEN;2021
1538;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;9;SEPTEMBER;-0,87;PERSEN;2021
1539;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;9;SEPTEMBER;0;PERSEN;2021
1540;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;9;SEPTEMBER;0,27;PERSEN;2021
1541;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;9;SEPTEMBER;0,13;PERSEN;2021
1542;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;9;SEPTEMBER;0,02;PERSEN;2021
1543;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;9;SEPTEMBER;0,08;PERSEN;2021
1544;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;9;SEPTEMBER;0;PERSEN;2021
1545;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;9;SEPTEMBER;0;PERSEN;2021
1546;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;9;SEPTEMBER;0;PERSEN;2021
1547;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;9;SEPTEMBER;0;PERSEN;2021
1548;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;9;SEPTEMBER;0,15;PERSEN;2021
1549;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;10;OKTOBER;0,07;PERSEN;2021
1550;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;10;OKTOBER;0,13;PERSEN;2021
1551;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;10;OKTOBER;0,01;PERSEN;2021
1552;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;10;OKTOBER;0,01;PERSEN;2021
1553;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;10;OKTOBER;0,47;PERSEN;2021
1554;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;10;OKTOBER;0,16;PERSEN;2021
1555;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;10;OKTOBER;0,09;PERSEN;2021
1556;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;10;OKTOBER;0;PERSEN;2021
1557;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;10;OKTOBER;0;PERSEN;2021
1558;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;10;OKTOBER;0;PERSEN;2021
1559;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;10;OKTOBER;0,06;PERSEN;2021
1560;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;10;OKTOBER;-0,16;PERSEN;2021
1561;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;11;NOVEMBER;0,14;PERSEN;2021
1562;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;11;NOVEMBER;0,34;PERSEN;2021
1563;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;11;NOVEMBER;0,02;PERSEN;2021
1564;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;11;NOVEMBER;0,06;PERSEN;2021
1565;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;11;NOVEMBER;0,29;PERSEN;2021
1566;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;11;NOVEMBER;-0,01;PERSEN;2021
1567;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;11;NOVEMBER;0,05;PERSEN;2021
1568;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;11;NOVEMBER;0;PERSEN;2021
1569;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;11;NOVEMBER;-0,02;PERSEN;2021
